Commit,Date,Test,Checks,Bandwidth (mean),Bandwidth (median),Bandwidth (min),Bandwidth (max),Bandwidth (stddev),Latency (mean),Latency (median),Latency (min),Latency (max),Latency (stddev),GFLOP/s (mean),GFLOP/s (median),GFLOP/s (min),GFLOP/s (max),GFLOP/s (stddev)
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_1_cols_2_channels_1024_tile_1024_10.0,5/5,0.03295642,0.0364462,0.0235475,0.0378943,0.00560011164367283,179.6,157.0,151.0,243.0,35.39265460515783,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_1_cols_2_channels_1024_tile_1024_3.0,5/5,0.035753419999999994,0.0344702,0.0223517,0.049328,0.008635946427439206,170.8,166.0,116.0,256.0,46.34824700029118,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_1_cols_2_channels_2048_tile_2048_10.0,5/5,0.0776133,0.077851,0.0685275,0.0887139,0.007438897644409419,148.8,147.0,129.0,167.0,14.119490075778232,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_1_cols_2_channels_2048_tile_2048_3.0,5/5,0.05603667999999999,0.0552855,0.0407263,0.0661508,0.009063761232159635,210.4,207.0,173.0,281.0,38.60362677262332,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_1_cols_2_channels_4096_tile_4096_10.0,5/5,0.15697719999999998,0.168295,0.115016,0.177428,0.023793007421509374,149.8,136.0,129.0,199.0,26.513392842109063,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_1_cols_2_channels_4096_tile_4096_3.0,5/5,0.1826926,0.183105,0.162328,0.204359,0.013801685760804733,126.0,125.0,112.0,141.0,9.528903399657276,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_1_cols_2_channels_8192_tile_8192_10.0,5/5,0.2731152,0.269273,0.261579,0.287902,0.009294596266648698,167.8,170.0,159.0,175.0,5.635601121442148,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_1_cols_2_channels_8192_tile_8192_3.0,5/5,0.239697,0.234751,0.176063,0.305176,0.04795980282278066,199.0,195.0,150.0,260.0,40.541336929114706,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_2_cols_2_channels_1024_tile_512_10.0,5/5,0.03393174,0.0359877,0.0249871,0.0369164,0.004503224126156724,172.4,159.0,155.0,229.0,28.394365638274085,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_2_cols_2_channels_1024_tile_512_3.0,5/5,0.04271362,0.0436797,0.0237429,0.0529819,0.01036172823314721,145.6,131.0,108.0,241.0,48.88598981303335,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_2_cols_2_channels_2048_tile_1024_10.0,5/5,0.07023782,0.0706425,0.0639335,0.077851,0.004528119878006764,163.6,162.0,147.0,179.0,10.365326815879952,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_2_cols_2_channels_2048_tile_1024_3.0,5/5,0.06993314,0.0693581,0.0605508,0.0773249,0.0057526178460245376,164.8,165.0,148.0,189.0,14.105318146004363,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_2_cols_2_channels_4096_tile_2048_10.0,5/5,0.11852739999999999,0.111108,0.100387,0.139562,0.014614942526058728,196.0,206.0,164.0,228.0,23.562682360037027,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_2_cols_2_channels_4096_tile_2048_3.0,5/5,0.14109180000000002,0.128585,0.121102,0.181652,0.022174883399017006,165.8,178.0,126.0,189.0,22.88580345978703,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_2_cols_2_channels_8192_tile_4096_10.0,5/5,0.2993908,0.258624,0.225499,0.423855,0.07429741330194475,161.6,177.0,108.0,203.0,35.4604004489515,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_2_cols_2_channels_8192_tile_4096_3.0,5/5,0.2819394,0.263083,0.233553,0.366211,0.04669742129754062,166.4,174.0,125.0,196.0,24.581293700698506,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_4_cols_2_channels_1024_tile_256_10.0,5/5,0.037806519999999996,0.0378943,0.0351046,0.0397364,0.001509702457307399,151.6,151.0,144.0,163.0,6.248199740725323,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_4_cols_2_channels_1024_tile_256_3.0,5/5,0.03978859999999999,0.0371561,0.0362155,0.0457764,0.003984909296332856,145.2,154.0,125.0,158.0,13.876599006961325,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_4_cols_2_channels_2048_tile_512_10.0,5/5,0.06704748,0.0677165,0.0566539,0.0854037,0.010486767254859811,174.6,169.0,134.0,202.0,25.23965134466005,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_4_cols_2_channels_2048_tile_512_3.0,5/5,0.06999148000000001,0.0693581,0.0635783,0.077851,0.004601503385807729,164.2,165.0,147.0,180.0,10.57166022912201,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_4_cols_2_channels_4096_tile_1024_10.0,5/5,0.138124,0.130046,0.125072,0.156768,0.013300118961873986,167.2,176.0,146.0,183.0,15.509996776273036,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_4_cols_2_channels_4096_tile_1024_3.0,5/5,0.1271127,0.12372,0.0863705,0.168295,0.03041078456337488,191.2,185.0,136.0,265.0,47.33032854312338,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_4_cols_2_channels_8192_tile_2048_10.0,5/5,0.2522178,0.257171,0.15465,0.336591,0.05955697276188573,194.0,178.0,136.0,296.0,54.64064421289339,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_4_cols_2_channels_8192_tile_2048_3.0,5/5,0.2626566,0.261579,0.242203,0.297249,0.019504271825423265,175.2,175.0,154.0,189.0,12.383860464330176,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_8_cols_2_channels_1024_tile_128_10.0,5/5,0.03153494,0.0323279,0.0161184,0.0405819,0.008328288869773909,201.6,177.0,141.0,355.0,77.97332877336969,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_8_cols_2_channels_1024_tile_128_3.0,5/5,0.0410371,0.038147,0.0304364,0.0572205,0.008993189016583606,145.6,150.0,100.0,188.0,28.772208813367108,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_8_cols_2_channels_2048_tile_256_10.0,5/5,0.08486982000000001,0.0811638,0.077851,0.102179,0.008996434217266308,136.2,141.0,112.0,147.0,12.82809416865966,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_8_cols_2_channels_2048_tile_256_3.0,5/5,0.08087464,0.0783842,0.0715256,0.102179,0.011025065056969055,143.8,146.0,112.0,160.0,16.90443728729235,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_8_cols_2_channels_4096_tile_512_10.0,5/5,0.10931574,0.109513,0.0915527,0.120464,0.01033508196921534,211.4,209.0,190.0,250.0,21.471842026244513,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_8_cols_2_channels_4096_tile_512_3.0,5/5,0.097867,0.102638,0.062536,0.113308,0.01852262348588882,245.4,223.0,202.0,366.0,61.3566622299486,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_8_cols_2_channels_8192_tile_1024_10.0,5/5,0.2834936,0.272478,0.227743,0.349438,0.039596980231325726,164.6,168.0,131.0,201.0,22.668039174132375,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,axpy_8_cols_2_channels_8192_tile_1024_3.0,5/5,0.281882,0.269273,0.24744,0.315699,0.02623646437308199,163.8,170.0,145.0,185.0,15.118200951171406,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_1_cols_1_channels_1024_tile_1024,5/5,0.014520170000000002,0.0138852,0.00922185,0.0193952,0.0033433326444731763,178.8,176.0,126.0,265.0,47.02935253647449,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_1_cols_1_channels_2048_tile_2048,5/5,0.03229148,0.0349113,0.0184437,0.0407298,0.00807245179419487,164.4,140.0,120.0,265.0,53.30140711088217,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_1_cols_1_channels_4096_tile_4096,5/5,0.059829240000000006,0.0565038,0.0412454,0.0850014,0.014261213407224508,172.4,173.0,115.0,237.0,39.18979458991843,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_1_cols_1_channels_8192_tile_8192,5/5,0.13397399999999998,0.129472,0.114329,0.161573,0.015580648446069243,147.8,151.0,121.0,171.0,16.228370220080635,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_1_cols_2_channels_1024_tile_512,5/5,0.014834740000000003,0.0149926,0.0101402,0.0185136,0.002776834856882923,171.6,163.0,132.0,241.0,37.33952329636789,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_1_cols_2_channels_2048_tile_1024,5/5,0.03327074,0.0307395,0.0305474,0.039416,0.003483865388099833,148.4,159.0,124.0,160.0,14.319217855735,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_1_cols_2_channels_4096_tile_2048,5/5,0.059958979999999995,0.0588865,0.0503874,0.0674149,0.006103710950364541,164.8,166.0,145.0,194.0,17.451647486698786,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_1_cols_2_channels_8192_tile_4096,5/5,0.11698,0.113665,0.102358,0.14065,0.012870730624172037,169.0,172.0,139.0,191.0,17.123083834403193,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_2_cols_1_channels_1024_tile_512,5/5,0.013942844,0.0144603,0.00973622,0.0158688,0.002173976177731485,180.8,169.0,154.0,251.0,35.59438157912004,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_2_cols_1_channels_2048_tile_1024,5/5,0.03111758,0.0321551,0.0180354,0.0397364,0.0073288961450957936,169.2,152.0,123.0,271.0,52.66649789002492,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_2_cols_1_channels_4096_tile_2048,5/5,0.06294124,0.0674149,0.0295322,0.0807865,0.017699437977924608,176.8,145.0,121.0,331.0,77.89839536216391,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_2_cols_1_channels_8192_tile_4096,5/5,0.1344522,0.13121,0.130335,0.142703,0.004957741800457137,145.6,149.0,137.0,150.0,5.238320341483518,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_2_cols_2_channels_1024_tile_256,5/5,0.013336166,0.0145464,0.00932744,0.0181022,0.0032946543065371816,195.4,168.0,135.0,262.0,49.84215083641556,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_2_cols_2_channels_2048_tile_512,5/5,0.03062936,0.0303576,0.0273049,0.0337075,0.0021883370340055027,160.4,161.0,145.0,179.0,11.62067123706716,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_2_cols_2_channels_4096_tile_1024,5/5,0.0619402,0.0565038,0.0498733,0.0763685,0.010653442836379234,162.4,173.0,128.0,196.0,26.74771018236888,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_2_cols_2_channels_8192_tile_2048,5/5,0.11791292,0.121431,0.0775806,0.138655,0.02170810121465256,173.2,161.0,141.0,252.0,40.567967659225914,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_4_cols_1_channels_1024_tile_256,5/5,0.014313419999999999,0.0138852,0.012098,0.016184,0.0015574405650296903,172.8,176.0,151.0,202.0,19.051509126575773,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_4_cols_1_channels_2048_tile_512,5/5,0.02586756,0.0248101,0.0218196,0.0334766,0.004178315572859475,193.4,197.0,146.0,224.0,27.789206537790893,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_4_cols_1_channels_4096_tile_1024,5/5,0.05753722,0.0546098,0.047223,0.0698226,0.008313765589767371,173.4,179.0,140.0,207.0,24.401639289195305,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_4_cols_1_channels_8192_tile_2048,5/5,0.13347720000000002,0.132097,0.128621,0.138655,0.00399543201168534,146.6,148.0,141.0,152.0,4.363484845854286,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_4_cols_2_channels_1024_tile_128,5/5,0.01368038,0.0135766,0.0132097,0.0142081,0.00041676870995793335,178.8,180.0,172.0,185.0,5.418486873657626,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_4_cols_2_channels_2048_tile_256,5/5,0.0262847,0.0262773,0.0166812,0.0344196,0.006071905354993604,197.8,186.0,142.0,293.0,52.628509384173135,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_4_cols_2_channels_4096_tile_512,5/5,0.05403124,0.0555407,0.0380356,0.0622622,0.008749616582365193,186.8,176.0,157.0,257.0,36.63004231501787,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_4_cols_2_channels_8192_tile_1024,5/5,0.1023447,0.102896,0.0922185,0.107419,0.005453960337222853,191.6,190.0,182.0,212.0,10.818502669038818,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_8_cols_1_channels_1024_tile_128,5/5,0.013331779999999998,0.0129989,0.0128621,0.0142912,0.0005428036086836564,183.6,188.0,171.0,190.0,7.227724399837061,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_8_cols_1_channels_2048_tile_256,5/5,0.026002619999999997,0.0259978,0.0204501,0.0315328,0.0035318893659909566,191.6,188.0,155.0,239.0,27.11162112452887,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_8_cols_1_channels_4096_tile_512,5/5,0.0531292,0.0546098,0.0496201,0.0555407,0.0024849752191923365,184.4,179.0,176.0,197.0,8.8,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_8_cols_1_channels_8192_tile_1024,5/5,0.1081347,0.102896,0.0880645,0.133906,0.015890247555025692,184.6,190.0,146.0,222.0,26.10440575841557,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_8_cols_2_channels_1024_tile_64,5/5,0.013964760000000001,0.0137292,0.0129301,0.0155655,0.0009608655881027273,175.8,178.0,157.0,189.0,11.685888926393234,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_8_cols_2_channels_2048_tile_128,5/5,0.02317288,0.0236115,0.0173935,0.0270032,0.003516214949857304,216.4,207.0,181.0,281.0,36.42856022408791,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_8_cols_2_channels_4096_tile_256,5/5,0.0571315,0.0578412,0.0463278,0.0638899,0.005983332391234836,173.2,169.0,153.0,211.0,20.143485299222675,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,dequant_8_cols_2_channels_8192_tile_512,5/5,0.09137982,0.0913567,0.0497464,0.150387,0.03379504889627473,244.4,214.0,130.0,393.0,88.39140229682975,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_1_cols_2_channels_1024_tile_1024,5/5,0.03595202,0.0340598,0.026491,0.0520186,0.00854029512333151,167.0,168.0,110.0,216.0,33.87034100802648,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_1_cols_2_channels_2048_tile_2048,5/5,0.07012396,0.069781,0.0642927,0.0757887,0.004247429204401178,163.8,164.0,151.0,178.0,9.947864092356712,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_1_cols_2_channels_4096_tile_4096,5/5,0.15983374,0.176063,0.0949717,0.186083,0.03376932450598323,152.6,130.0,123.0,241.0,44.80446406330512,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_1_cols_2_channels_8192_tile_8192,5/5,0.3276802,0.320114,0.303155,0.363305,0.02000684908125214,140.2,143.0,126.0,151.0,8.23164625090267,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_2_cols_2_channels_1024_tile_512,5/5,0.04162112,0.0433488,0.0340598,0.0461455,0.004133465490070045,139.0,132.0,124.0,168.0,15.362291495737216,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_2_cols_2_channels_2048_tile_1024,5/5,0.07738802,0.072431,0.063227,0.0930414,0.011269019152064652,151.0,158.0,123.0,181.0,21.531372459738837,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_2_cols_2_channels_4096_tile_2048,5/5,0.157078,0.15465,0.135433,0.20255,0.02426898390126789,148.8,148.0,113.0,169.0,20.123617964968425,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_2_cols_2_channels_8192_tile_4096,5/5,0.3337094,0.349438,0.284325,0.369164,0.033082110679943016,138.6,131.0,124.0,161.0,14.402777509911065,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_4_cols_2_channels_1024_tile_256,5/5,0.04110166,0.0454131,0.0294951,0.0524958,0.008740242958316434,146.2,126.0,109.0,194.0,33.09017981214366,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_4_cols_2_channels_2048_tile_512,5/5,0.07419082,0.074798,0.0661508,0.0847711,0.006464422940804541,155.4,153.0,135.0,173.0,13.215142829345433,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_4_cols_2_channels_4096_tile_1024,5/5,0.14987,0.151577,0.116776,0.183105,0.02766531442076883,158.2,151.0,125.0,196.0,29.822139426942528,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_4_cols_2_channels_8192_tile_2048,5/5,0.35361159999999997,0.352126,0.326974,0.38147,0.018279604444298016,129.8,130.0,120.0,140.0,6.705221845696084,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_8_cols_2_channels_1024_tile_128,5/5,0.037622420000000004,0.0417668,0.0256594,0.0447035,0.007527185728384812,159.4,137.0,128.0,223.0,36.82716388754366,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_8_cols_2_channels_2048_tile_256,5/5,0.07057462,0.0835335,0.0288992,0.0866977,0.021599967658994308,193.0,137.0,132.0,396.0,102.08036050093084,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_8_cols_2_channels_4096_tile_512,5/5,0.1485598,0.15058,0.133071,0.158946,0.008496646759751756,154.6,152.0,144.0,172.0,9.329523031752482,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_add_8_cols_2_channels_8192_tile_1024,5/5,0.3375968,0.346791,0.212913,0.431853,0.07542505682437368,144.0,132.0,106.0,215.0,38.455168703309575,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_1_cols_2_channels_1024_tile_1024,5/5,0.03354708,0.0323279,0.0223517,0.0461455,0.008708125122757482,182.8,177.0,124.0,256.0,48.06412383472729,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_1_cols_2_channels_2048_tile_2048,5/5,0.06442010000000001,0.0685275,0.0467106,0.0733596,0.009755634850075108,182.6,167.0,156.0,245.0,32.90349525506371,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_1_cols_2_channels_4096_tile_4096,5/5,0.11435714,0.1031,0.0841477,0.152588,0.02392454054895099,208.8,222.0,150.0,272.0,42.04473807743366,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_2_cols_2_channels_1024_tile_512,5/5,0.04115624,0.0417668,0.0328853,0.0497569,0.006640323385076965,142.8,137.0,115.0,174.0,23.45548976252681,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_2_cols_2_channels_2048_tile_1024,5/5,0.06115632,0.0589902,0.0463324,0.0860458,0.014694328021165175,197.4,194.0,133.0,247.0,43.47229002479626,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_2_cols_2_channels_4096_tile_2048,5/5,0.14150176,0.131541,0.0995138,0.220079,0.044253033843911764,176.2,174.0,104.0,230.0,47.51589207833522,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_2_cols_2_channels_8192_tile_4096,5/5,0.3043416,0.303155,0.252908,0.346791,0.03026276042663656,152.0,151.0,132.0,181.0,16.074825037928093,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_4_cols_2_channels_1024_tile_256,5/5,0.04250994,0.0417668,0.0411658,0.0457764,0.0016595853862938182,134.8,137.0,125.0,139.0,4.995998398718719,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_4_cols_2_channels_2048_tile_512,5/5,0.07646108,0.0757887,0.0534771,0.0969838,0.014017265669509156,155.4,151.0,118.0,214.0,31.90987308028661,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_4_cols_2_channels_4096_tile_1024,5/5,0.151481,0.158946,0.122397,0.165856,0.01596913639493382,153.0,144.0,138.0,187.0,18.110770276274835,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_4_cols_2_channels_8192_tile_2048,5/5,0.288556,0.295331,0.238419,0.320114,0.027092491498568388,160.2,155.0,143.0,192.0,16.678129391511508,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_8_cols_2_channels_1024_tile_128,5/5,0.028867540000000004,0.0284679,0.0197995,0.0369164,0.006787859236784451,210.2,201.0,155.0,289.0,51.607751355779875,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_8_cols_2_channels_2048_tile_256,5/5,0.05910156,0.063227,0.0371561,0.0677165,0.011236003998682095,203.6,181.0,169.0,308.0,52.62926942301213,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_8_cols_2_channels_4096_tile_512,5/5,0.1470372,0.142163,0.121746,0.174719,0.019469644767175394,158.4,161.0,131.0,188.0,20.771133815947554,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,eltwise_mul_8_cols_2_channels_8192_tile_1024,5/5,0.3107882,0.320114,0.238419,0.38147,0.04652672583107476,150.8,143.0,120.0,192.0,23.760471375795557,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_1_cols_1_channels_1024_tile_1024,5/5,0.030676799999999997,0.0301176,0.0271258,0.0338512,0.002472369282287741,134.4,136.0,121.0,151.0,10.9288608738514,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_1_cols_1_channels_2048_tile_2048,5/5,0.0508445,0.0490539,0.0468114,0.0602353,0.004789818364405898,162.4,167.0,136.0,175.0,13.61763562443936,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_1_cols_1_channels_4096_tile_4096,5/5,0.10871847999999999,0.116199,0.0885622,0.128,0.016875443888253728,154.6,141.0,128.0,185.0,25.160286166894046,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_1_cols_1_channels_8192_tile_8192,5/5,0.2014552,0.191626,0.168907,0.234057,0.02516600792656634,165.2,171.0,140.0,194.0,20.42939059296679,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_1_cols_2_channels_1024_tile_512,5/5,0.02844314,0.0271258,0.024381,0.0347119,0.0034681046660099512,146.0,151.0,118.0,168.0,16.45600194457937,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_1_cols_2_channels_2048_tile_1024,5/5,0.052497680000000005,0.0496485,0.0481882,0.064,0.005920973619735187,157.8,165.0,128.0,170.0,15.58717421471897,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_1_cols_2_channels_4096_tile_2048,5/5,0.10778704000000001,0.1024,0.0848912,0.127008,0.01576303148275737,155.4,160.0,129.0,193.0,23.397435756937124,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_1_cols_2_channels_8192_tile_4096,5/5,0.2188968,0.230761,0.16384,0.273067,0.039713385992131166,155.0,142.0,120.0,200.0,29.488980992906487,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_2_cols_1_channels_1024_tile_512,5/5,0.02450602,0.0248242,0.0205829,0.0288451,0.0029514875594520125,169.6,165.0,142.0,199.0,20.49975609611002,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_2_cols_1_channels_2048_tile_1024,5/5,0.06873964,0.0666016,0.0660645,0.077283,0.004285387123049681,119.6,123.0,106.0,124.0,6.829348431585549,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_2_cols_1_channels_4096_tile_2048,5/5,0.09150159999999999,0.0963765,0.0622966,0.105026,0.015265766269794645,185.6,170.0,156.0,263.0,39.42892339387419,,,,,
adc7cf776068326abb8a4b60f9c3198731193aab,2025-11-21 18:58:13,gelu_2_cols_1_channels_8192_tile_4096,5/5,0.2615822,0.248242,0.242726,0.297891,0.020566766400190388,126.0,132.0,110.0,135.0,9.316651759081692,,,,,
